FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2015-01-01,EV,20366,EV,5491,13795,1379502,33795,OAJ,10397,1039705,30397,ATL,0600,0552,-8.00,23.00,0615,0724,5.00,0732,0729,-3.00,0.00,,0.00,399.00
2015-01-01,EV,20366,EV,5495,10397,1039705,30397,ATL,10685,1068502,30685,BMI,1544,1537,-7.00,15.00,1552,1632,3.00,1625,1635,10.00,0.00,,0.00,533.00
2015-01-01,EV,20366,EV,5495,10685,1068502,30685,BMI,10397,1039705,30397,ATL,1700,1706,6.00,9.00,1715,1929,5.00,1939,1934,-5.00,0.00,,0.00,533.00
2015-01-01,EV,20366,EV,5498,13930,1393003,30977,ORD,11433,1143302,31295,DTW,0535,0550,15.00,18.00,0608,0749,8.00,0800,0757,-3.00,0.00,,0.00,235.00
2015-01-01,EV,20366,EV,5499,13487,1348702,31650,MSP,12266,1226603,31453,IAH,1605,1624,19.00,37.00,1701,1938,21.00,1912,1959,47.00,0.00,,0.00,1034.00
2015-01-01,EV,20366,EV,5500,13232,1323202,30977,MDW,13487,1348702,31650,MSP,1245,1234,-11.00,15.00,1249,1353,4.00,1418,1357,-21.00,0.00,,0.00,349.00
2015-01-01,EV,20366,EV,5502,10397,1039705,30397,ATL,10781,1078102,30781,BTR,1750,1747,-3.00,12.00,1759,1813,4.00,1826,1817,-9.00,0.00,,0.00,448.00
2015-01-01,EV,20366,EV,5503,10208,1020803,30208,AGS,10397,1039705,30397,ATL,1209,1202,-7.00,11.00,1213,1245,8.00,1304,1253,-11.00,0.00,,0.00,143.00
2015-01-01,EV,20366,EV,5503,10397,1039705,30397,ATL,10208,1020803,30208,AGS,1056,1052,-4.00,12.00,1104,1133,3.00,1144,1136,-8.00,0.00,,0.00,143.00
2015-01-01,EV,20366,EV,5508,10397,1039705,30397,ATL,12448,1244805,32448,JAN,1631,1626,-5.00,16.00,1642,1642,3.00,1651,1645,-6.00,0.00,,0.00,341.00
2015-01-01,EV,20366,EV,5677,11618,1161802,31703,EWR,12339,1233904,32337,IND,1027,1022,-5.00,14.00,1036,1237,8.00,1242,1245,3.00,0.00,,0.00,645.00
2015-01-01,EV,20366,EV,5677,11995,1199502,31995,GSO,11618,1161802,31703,EWR,0556,0538,-18.00,19.00,0557,0702,6.00,0730,0708,-22.00,0.00,,0.00,445.00
2015-01-01,EV,20366,EV,5679,13930,1393003,30977,ORD,12197,1219702,31703,HPN,1812,1807,-5.00,10.00,1817,2045,6.00,2121,2051,-30.00,0.00,,0.00,738.00
2015-01-01,EV,20366,EV,5681,15370,1537002,34653,TUL,12266,1226603,31453,IAH,0900,0850,-10.00,10.00,0900,1018,8.00,1042,1026,-16.00,0.00,,0.00,429.00
2015-01-01,EV,20366,EV,5683,11618,1161802,31703,EWR,11066,1106603,31066,CMH,2004,2004,0.00,21.00,2025,2153,16.00,2152,2209,17.00,0.00,,0.00,463.00
2015-01-01,EV,20366,EV,5685,10397,1039705,30397,ATL,12264,1226402,30852,IAD,0940,0939,-1.00,11.00,0950,1116,6.00,1128,1122,-6.00,0.00,,0.00,534.00
2015-01-01,EV,20366,EV,5397,10397,1039705,30397,ATL,13230,1323002,32070,MDT,1521,1520,-1.00,19.00,1539,1702,4.00,1712,1706,-6.00,0.00,,0.00,620.00
2015-01-01,EV,20366,EV,5397,13230,1323002,32070,MDT,10397,1039705,30397,ATL,1747,1745,-2.00,10.00,1755,1938,7.00,1955,1945,-10.00,0.00,,0.00,620.00
